Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
Switzerland,2024-03-13,SARS-N1,49061123.2931012,28142534.1855777,0.969905768500768,0.889053347785927,1.04870732045215
Switzerland,2024-03-14,SARS-N1,28142534.1855777,28142534.1855777,0.971930522977019,0.889847341605073,1.05151099349705
Switzerland,2024-03-15,SARS-N1,29256279.3035318,28142534.1855777,0.974226831180459,0.89148361795457,1.05475415744548
Switzerland,2024-03-16,SARS-N1,25707006.2123705,25707006.2123705,0.976827609982688,0.892188526825762,1.05848641662496
Switzerland,2024-03-17,SARS-N1,22620328.6325954,22764094.7692869,0.97976015676984,0.894786989155284,1.06203233908562
Switzerland,2024-03-18,SARS-N1,16509307.8124519,22620328.6325954,0.983051945198151,0.89790593290635,1.06579328460499
Switzerland,2024-03-19,SARS-N1,13944358.6546269,18944209.1356962,0.98672953142183,0.902093197043884,1.07018442135409
Switzerland,2024-03-20,SARS-N1,22764094.7692869,18944209.1356962,0.990819257595722,0.906306325327587,1.0737085271474
Switzerland,2024-03-21,SARS-N1,16193937.227409,18944209.1356962,0.995338159755799,0.911588698102544,1.07815043790257
Switzerland,2024-03-22,SARS-N1,18944209.1356962,18944209.1356962,1.00026444190843,0.917774753134827,1.0822445186561
Switzerland,2024-03-23,SARS-N1,146202614.816232,21595676.0060984,1.00556629745071,0.924417165223877,1.08701982294264
Switzerland,2024-03-24,SARS-N1,30864934.235862,18944209.1356962,1.01120440463539,0.930675703141243,1.09297239503256
Switzerland,2024-03-25,SARS-N1,10811297.6404845,18944209.1356962,1.01710907221084,0.937666705629176,1.09822353941343
Switzerland,2024-03-26,SARS-N1,21595676.0060984,19789486.948798,1.02320227489944,0.945129365972786,1.10392431719612
Switzerland,2024-03-27,SARS-N1,4596022.29984129,16698827.5618863,1.02940311628434,0.951179794810528,1.11103055473518
Switzerland,2024-03-28,SARS-N1,16698827.5618863,16698827.5618863,1.03562149669294,0.95696216939975,1.11771850060667
Switzerland,2024-03-29,SARS-N1,19789486.948798,19476828.0706107,1.04176528079674,0.963475232969387,1.12534377719171
Switzerland,2024-03-30,SARS-N1,15551355.3069574,16698827.5618863,1.04774551887443,0.968770839649948,1.13178276356409
Switzerland,2024-03-31,SARS-N1,19476828.0706107,19476828.0706107,1.05348649310324,0.973660255683044,1.13813637341591
Switzerland,2024-04-01,SARS-N1,22439245.8603107,19476828.0706107,1.05891575470515,0.97893598904575,1.1447598429403
Switzerland,2024-04-02,SARS-N1,12593962.5036161,19476828.0706107,1.06396638362847,0.983436406446746,1.15161371506031
Switzerland,2024-04-03,SARS-N1,22484482.0852039,22439245.8603107,1.0685997754132,0.986641942209245,1.15735731023366
Switzerland,2024-04-04,SARS-N1,9059100.59340596,22439245.8603107,1.07278359909669,0.990995044885631,1.16327660059242
Switzerland,2024-04-05,SARS-N1,38554553.6486235,20638448.6318413,1.07649322021645,0.994957946443625,1.16707198587662
Switzerland,2024-04-06,SARS-N1,23220700.7240198,21760775.7530216,1.07973565223142,0.998714116412617,1.17103089975888
Switzerland,2024-04-07,SARS-N1,14384146.2176495,20638448.6318413,1.08252568403791,1.00208691908965,1.17445031968533
Switzerland,2024-04-08,SARS-N1,20638448.6318413,20638448.6318413,1.08488257651056,1.00526068358663,1.17591766029111
Switzerland,2024-04-09,SARS-N1,21760775.7530216,20638448.6318413,1.08684268805958,1.00813051487005,1.17676137663955
Switzerland,2024-04-10,SARS-N1,6105579.85461103,20638448.6318413,1.08844725679544,1.01103310001812,1.1774338686434
Switzerland,2024-04-11,SARS-N1,15368227.559559,21760775.7530216,1.08972886568438,1.01311450204806,1.17853726763976
Switzerland,2024-04-12,SARS-N1,21935544.477336,21935544.477336,1.09068673951263,1.01435736142404,1.17902590159295
Switzerland,2024-04-13,SARS-N1,36299098.8640025,25124882.3950394,1.09131142595827,1.01553079905538,1.17913816083213
Switzerland,2024-04-14,SARS-N1,30460667.650717,30460667.650717,1.09159776688265,1.01605778535472,1.17851856542865
Switzerland,2024-04-15,SARS-N1,25124882.3950394,30460667.650717,1.09155669711504,1.01676628859805,1.17717865043388
Switzerland,2024-04-16,SARS-N1,46024920.1204412,31209551.5469847,1.09120295614254,1.01706320170793,1.17519984249751
Switzerland,2024-04-17,SARS-N1,31209551.5469847,30460667.650717,1.09054670476223,1.01687904368645,1.17444839417032
Switzerland,2024-04-18,SARS-N1,19461101.7641076,25226174.2531656,1.08958287587125,1.01689112081904,1.17277678235061
Switzerland,2024-04-19,SARS-N1,40548669.4756235,25226174.2531656,1.08830276790948,1.01693411952621,1.17009279983183
Switzerland,2024-04-20,SARS-N1,24592581.891433,25226174.2531656,1.08670550177123,1.01623811268651,1.16825531568042
Switzerland,2024-04-21,SARS-N1,25226174.2531656,24592581.891433,1.08481896662427,1.01523076981614,1.16557340977713
Switzerland,2024-04-22,SARS-N1,22518459.3054,25226174.2531656,1.0826781884048,1.01452209574369,1.16172952401315
Switzerland,2024-04-23,SARS-N1,55937947.4853937,25226174.2531656,1.08032210667936,1.01238172691384,1.15696283511565
Switzerland,2024-04-24,SARS-N1,16326244.8154898,31910848.1422545,1.07780827432295,1.0098885465275,1.1520904141029
Switzerland,2024-04-25,SARS-N1,38008371.0463093,38008371.0463093,1.07519862740307,1.00708401851139,1.14923049138569
Switzerland,2024-04-26,SARS-N1,31910848.1422545,46950464.2135404,1.07255813974419,1.00381118444808,1.14588029035252
Switzerland,2024-04-27,SARS-N1,50840848.343416,43882628.2138536,1.06996533481502,0.999847218106652,1.14207153640311
Switzerland,2024-04-28,SARS-N1,46950464.2135404,46950464.2135404,1.06750253422577,0.996238429713614,1.13945394890908
Switzerland,2024-04-29,SARS-N1,60538973.8365816,46950464.2135404,1.06524570009655,0.992802760785857,1.13655353032077
Switzerland,2024-04-30,SARS-N1,43882628.2138536,50840848.343416,1.06323984992248,0.989952464086952,1.13429574503969
Switzerland,2024-05-01,SARS-N1,121799441.546337,60538973.8365816,1.06152180353806,0.987166170543,1.1323758611393
Switzerland,2024-05-02,SARS-N1,33414742.5212004,66365357.0012517,1.06012372683103,0.985784502942782,1.13080201836916
Switzerland,2024-05-03,SARS-N1,66365357.0012517,66365357.0012517,1.05905969230438,0.984512202212847,1.12907924189599
Switzerland,2024-05-04,SARS-N1,69645685.3372921,69645685.3372921,1.05833941592414,0.983946227217023,1.12805876520756
Switzerland,2024-05-05,SARS-N1,93139135.2007017,66365357.0012517,1.05796327323992,0.983640795318735,1.12695653039009
Switzerland,2024-05-06,SARS-N1,38146453.6308192,66866989.7952911,1.0578938065493,0.984963861946271,1.12614302282382
Switzerland,2024-05-07,SARS-N1,87176428.4465514,66866989.7952911,1.0580836206641,0.987126657804491,1.1255523695176
Switzerland,2024-05-08,SARS-N1,43198258.0129415,59565371.4317013,1.05848502693729,0.989501404346054,1.12522476083096
Switzerland,2024-05-09,SARS-N1,66866989.7952911,59565371.4317013,1.05905053478421,0.991143519084334,1.12534272237178
Switzerland,2024-05-10,SARS-N1,45755817.4737864,61683974.8192854,1.05973261194987,0.992338164423006,1.12633641325828
Switzerland,2024-05-11,SARS-N1,59565371.4317013,59565371.4317013,1.0604886316539,0.993132169198644,1.12685334253061
Switzerland,2024-05-12,SARS-N1,61683974.8192854,61683974.8192854,1.06129782753359,0.993427881837422,1.12771607285919
Switzerland,2024-05-13,SARS-N1,62174086.2300855,59565371.4317013,1.06214500935941,0.993953071996696,1.12908307645631
Switzerland,2024-05-14,SARS-N1,50591118.9020338,60070363.9593769,1.06301430405457,0.995392032483606,1.1312363633333
Switzerland,2024-05-15,SARS-N1,91238190.7126556,61683974.8192854,1.06388781347125,0.996428796646095,1.13364808523398
Switzerland,2024-05-16,SARS-N1,37969911.4251851,60070363.9593769,1.06474687672879,0.998222105776246,1.13552302869574
Switzerland,2024-05-17,SARS-N1,60070363.9593769,57878129.9803597,1.06557246320308,0.999189027372368,1.13687792452501
Switzerland,2024-05-18,SARS-N1,71513152.5467959,60070363.9593769,1.06634356380025,1.00079097760809,1.13820928161041
Switzerland,2024-05-19,SARS-N1,52476961.362275,57878129.9803597,1.06703802918089,1.00290189775538,1.13906924274266
Switzerland,2024-05-20,SARS-N1,57878129.9803597,57878129.9803597,1.06763763730908,1.00434516691432,1.13918867873081
Switzerland,2024-05-21,SARS-N1,92252570.853195,57878129.9803597,1.06813451081168,1.00492700224462,1.13974829294451
Switzerland,2024-05-22,SARS-N1,33546153.3977779,57878129.9803597,1.06852378853696,1.00651066410998,1.13929809100165
Switzerland,2024-05-23,SARS-N1,52750548.153515,81003028.1752255,1.06879992342681,1.00839436974518,1.13956046707927
Switzerland,2024-05-24,SARS-N1,101484054.693925,81003028.1752255,1.06895298064967,1.00929610827128,1.13966221100426
Switzerland,2024-05-25,SARS-N1,98862048.3172725,81003028.1752255,1.06897142667462,1.01001791137942,1.13939815428141
Switzerland,2024-05-26,SARS-N1,81003028.1752255,81871500.962035,1.06884034953991,1.0101177902125,1.13890567776916
Switzerland,2024-05-27,SARS-N1,63344292.6229712,81871500.962035,1.06853158672961,1.00983822546408,1.13850839118223
Switzerland,2024-05-28,SARS-N1,81871500.962035,81871500.962035,1.06801422655329,1.00930043359716,1.13845435557158
Switzerland,2024-05-29,SARS-N1,164560008.318949,81003028.1752255,1.06726197671679,1.00863637336007,1.13682929123137
Switzerland,2024-05-30,SARS-N1,36718123.0698134,81871500.962035,1.06627121012598,1.0076335437582,1.13559584991344
Switzerland,2024-05-31,SARS-N1,115317730.660195,88130555.7266672,1.06504391453359,1.00634372296591,1.13420554708636
Switzerland,2024-06-01,SARS-N1,64698391.2821903,106151778.104278,1.063583677625,1.00411210711776,1.13360708269777
Switzerland,2024-06-02,SARS-N1,106151778.104278,97141166.9154728,1.06190204288002,1.0019806471177,1.13060060555301
Switzerland,2024-06-03,SARS-N1,88130555.7266672,110734754.382237,1.06001280669698,0.999750538540148,1.12815933865601
Switzerland,2024-06-04,SARS-N1,117850720.840577,104534065.865644,1.05793098660905,0.997773306803055,1.12537917513656
Switzerland,2024-06-05,SARS-N1,NA,110900454.676006,1.05568192669025,0.996381641210757,1.12180509236686
Switzerland,2024-06-06,SARS-N1,162299105.133318,116749926.044155,1.05329341873436,0.994546595608543,1.11833349951491
Switzerland,2024-06-07,SARS-N1,102916353.62701,116749926.044155,1.05079327014665,0.993098936558379,1.11370776594751
Switzerland,2024-06-08,SARS-N1,115649131.247734,109282742.437372,1.04820691385126,0.990721568128878,1.11030540557615
Switzerland,2024-06-09,SARS-N1,147068319.081398,102916353.62701,1.04555964279333,0.987903873288706,1.10795383040419
Switzerland,2024-06-10,SARS-N1,87009058.8485167,102916353.62701,1.04287034087595,0.984922036842063,1.10445740126529
Switzerland,2024-06-11,SARS-N1,93729716.8365796,115649131.247734,1.04013158574605,0.981378237278793,1.10208971505265
Switzerland,2024-06-12,SARS-N1,72465247.7506078,115984320,1.03732887844214,0.978266536210591,1.10002735778489
Switzerland,2024-06-13,SARS-N1,115984320,115984320,1.03445203770002,0.975114824373854,1.09776839903774
Switzerland,2024-06-14,SARS-N1,211660217.550425,115984320,1.03150813055698,0.971144156511188,1.09549666149418
Switzerland,2024-06-15,SARS-N1,157985142.663653,157985142.663653,1.02850843590908,0.967191921439566,1.09279122957255
Switzerland,2024-06-16,SARS-N1,168337655.802766,157985142.663653,1.02546733650931,0.963496267744228,1.08975320913643
Switzerland,2024-06-17,SARS-N1,106332186.415862,157985142.663653,1.02241360396865,0.95970202169571,1.08623492077526
Switzerland,2024-06-18,SARS-N1,189899527.342877,148509942.366522,1.01937911436527,0.956098651985779,1.08150269058715
Switzerland,2024-06-19,SARS-N1,148509942.366522,138219378.564894,1.01639199281195,0.953441898218556,1.07690937354545
Switzerland,2024-06-20,SARS-N1,74341096,138219378.564894,1.01346248521273,0.9511917020563,1.07267336040221
Switzerland,2024-06-21,SARS-N1,138219378.564894,138219378.564894,1.0105967121207,0.949301040646118,1.06873976582961
Switzerland,2024-06-22,SARS-N1,135855510.06073,135855510.06073,1.00780177934443,0.947154552636638,1.0645508616057
Switzerland,2024-06-23,SARS-N1,356358387.098629,135855510.06073,1.00509336813328,0.945133563456675,1.06092110656539
Switzerland,2024-06-24,SARS-N1,120739416.408871,138219378.564894,1.00248891880261,0.943373811104922,1.05741076008417
Switzerland,2024-06-25,SARS-N1,85661840,135855510.06073,1.00000727666703,0.94069688241403,1.0542721094202
Switzerland,2024-06-26,SARS-N1,140955412.047629,120739416.408871,0.997673853510093,0.937360112240463,1.05174361059896
Switzerland,2024-06-27,SARS-N1,173920689.270587,117052700.757941,0.99551580847048,0.934881915517691,1.04981952572323
Switzerland,2024-06-28,SARS-N1,91484625.0732389,117052700.757941,0.993557313300732,0.932268888326874,1.04844114444548
Switzerland,2024-06-29,SARS-N1,117052700.757941,125972838.505982,0.991808381013936,0.930121270982387,1.04736693082098
Switzerland,2024-06-30,SARS-N1,107448001.168197,112250350.963069,0.990275690000705,0.927036424457171,1.04612834068679
Switzerland,2024-07-01,SARS-N1,134892976.254023,112250350.963069,0.988964934896435,0.924995606272612,1.04483733317324
Switzerland,2024-07-02,SARS-N1,NA,125972838.505982,0.987878087651531,0.923573381369454,1.04366800167427
Switzerland,2024-07-03,SARS-N1,61929908,145284464.513383,0.987016253054835,0.921896723797026,1.04277237361345
Switzerland,2024-07-04,SARS-N1,216671844.542329,145284464.513383,0.986377829211583,0.921666347553394,1.04201939604576
Switzerland,2024-07-05,SARS-N1,155675952.772743,149585341.524643,0.985945122819553,0.921280345275313,1.04115555738347
Switzerland,2024-07-06,SARS-N1,210385896.4412,155675952.772743,0.985695787794295,0.921099821967364,1.04031346715482
Switzerland,2024-07-07,SARS-N1,132068135.163043,155925265.188751,0.985606243079886,0.921512318397758,1.0397265210697
Switzerland,2024-07-08,SARS-N1,143494730.276542,149585341.524643,0.9856496963534,0.921806134638779,1.03970977564004
Switzerland,2024-07-09,SARS-N1,156174577.604759,149834653.940651,0.985798481505015,0.921752982822317,1.03982466990461
Switzerland,2024-07-10,SARS-N1,NA,137781432.719792,0.986030937123366,0.92217110457239,1.04000170387797
Switzerland,2024-07-11,SARS-N1,84003550,139905846.410532,0.986349642876752,0.921885947693634,1.04041401410806
Switzerland,2024-07-12,SARS-N1,188136683.111912,134786470.610513,0.986763289919344,0.922428627992336,1.04071383461324
Switzerland,2024-07-13,SARS-N1,127664336.232596,130460157.45455,0.987276872239405,0.92337255690884,1.04146555459583
Switzerland,2024-07-14,SARS-N1,136316962.544522,127664336.232596,0.987881141348428,0.924703249398003,1.0420705338316
Switzerland,2024-07-15,SARS-N1,133255978.676504,130460157.45455,0.988562918467957,0.92626808198983,1.04319606633447
Switzerland,2023-03-15,SARS-N2,NA,204020912.441989,NA,NA,NA
Switzerland,2023-03-16,SARS-N2,191262304.441989,196884066.729282,NA,NA,NA
Switzerland,2023-03-17,SARS-N2,NA,191262304.441989,NA,NA,NA
Switzerland,2023-03-18,SARS-N2,158437734.088398,166503033.671545,NA,NA,NA
Switzerland,2023-03-19,SARS-N2,196884066.729282,166503033.671545,NA,NA,NA
Switzerland,2023-03-20,SARS-N2,138515265.939837,166503033.671545,NA,NA,NA
Switzerland,2023-03-21,SARS-N2,166503033.671545,166503033.671545,NA,NA,NA
Switzerland,2023-03-22,SARS-N2,NA,166503033.671545,NA,NA,NA
Switzerland,2023-03-23,SARS-N2,182830100.682927,166503033.671545,NA,NA,NA
Switzerland,2023-03-24,SARS-N2,NA,166503033.671545,NA,NA,NA
Switzerland,2023-03-25,SARS-N2,146356047.011382,159101133.609756,NA,NA,NA
Switzerland,2023-03-26,SARS-N2,188679172.520325,159101133.609756,NA,NA,NA
Switzerland,2023-03-27,SARS-N2,155624653.861789,155624653.861789,NA,NA,NA
Switzerland,2023-03-28,SARS-N2,159101133.609756,155624653.861789,NA,NA,NA
Switzerland,2023-03-29,SARS-N2,NA,155624653.861789,NA,NA,NA
Switzerland,2023-03-30,SARS-N2,146725245.152846,150446972.533333,NA,NA,NA
Switzerland,2023-03-31,SARS-N2,NA,146725245.152846,NA,NA,NA
Switzerland,2023-04-01,SARS-N2,150446972.533333,146591079.435772,NA,NA,NA
Switzerland,2023-04-02,SARS-N2,122298356.360976,146591079.435772,NA,NA,NA
Switzerland,2023-04-03,SARS-N2,146591079.435772,138928158.066667,NA,NA,NA
Switzerland,2023-04-04,SARS-N2,138928158.066667,138928158.066667,NA,NA,NA
Switzerland,2023-04-05,SARS-N2,NA,138928158.066667,NA,NA,NA
Switzerland,2023-04-06,SARS-N2,126478418.013008,138928158.066667,NA,NA,NA
Switzerland,2023-04-07,SARS-N2,NA,138928158.066667,NA,NA,NA
Switzerland,2023-04-08,SARS-N2,146958018.993496,143699832.426016,NA,NA,NA
Switzerland,2023-04-09,SARS-N2,113316662.014634,143699832.426016,NA,NA,NA
Switzerland,2023-04-10,SARS-N2,143699832.426016,146958018.993496,NA,NA,NA
Switzerland,2023-04-11,SARS-N2,153950633.658723,146958018.993496,NA,NA,NA
Switzerland,2023-04-12,SARS-N2,NA,152912261.988618,NA,NA,NA
Switzerland,2023-04-13,SARS-N2,152912261.988618,152912261.988618,NA,NA,NA
Switzerland,2023-04-14,SARS-N2,NA,152912261.988618,NA,NA,NA
Switzerland,2023-04-15,SARS-N2,157521084.611382,111511872.227642,NA,NA,NA
Switzerland,2023-04-16,SARS-N2,104617686.186992,111511872.227642,NA,NA,NA
Switzerland,2023-04-17,SARS-N2,111511872.227642,106709927.743089,NA,NA,NA
Switzerland,2023-04-18,SARS-N2,99758254.8829268,105663806.965041,NA,NA,NA
Switzerland,2023-04-19,SARS-N2,NA,105663806.965041,NA,NA,NA
Switzerland,2023-04-20,SARS-N2,106709927.743089,103234091.313008,NA,NA,NA
Switzerland,2023-04-21,SARS-N2,48792296,103234091.313008,NA,NA,NA
Switzerland,2023-04-22,SARS-N2,123088049.788618,110769830.048091,NA,NA,NA
Switzerland,2023-04-23,SARS-N2,80024776.1739837,110769830.048091,NA,NA,NA
Switzerland,2023-04-24,SARS-N2,119355185.360976,97427254.2635383,NA,NA,NA
Switzerland,2023-04-25,SARS-N2,114829732.353093,114829732.353093,NA,NA,NA
Switzerland,2023-04-26,SARS-N2,NA,109058717.243902,NA,NA,NA
Switzerland,2023-04-27,SARS-N2,74021291.8813008,109058717.243902,NA,NA,NA
Switzerland,2023-04-28,SARS-N2,NA,91540004.5626016,NA,NA,NA
Switzerland,2023-04-29,SARS-N2,109058717.243902,74021291.8813008,NA,NA,NA
Switzerland,2023-04-30,SARS-N2,73118562.5105691,74021291.8813008,NA,NA,NA
Switzerland,2023-05-01,SARS-N2,NA,85566376.2025532,NA,NA,NA
Switzerland,2023-05-02,SARS-N2,NA,85566376.2025532,NA,NA,NA
Switzerland,2023-05-03,SARS-N2,NA,85566376.2025532,NA,NA,NA
Switzerland,2023-05-04,SARS-N2,85566376.2025532,115864925.346383,NA,NA,NA
Switzerland,2023-05-05,SARS-N2,NA,103672617.102128,NA,NA,NA
Switzerland,2023-05-06,SARS-N2,115864925.346383,91480308.8578723,NA,NA,NA
Switzerland,2023-05-07,SARS-N2,118876477.211915,91480308.8578723,NA,NA,NA
Switzerland,2023-05-08,SARS-N2,91480308.8578723,91480308.8578723,NA,NA,NA
Switzerland,2023-05-09,SARS-N2,73331304.1940425,84492679.5362532,NA,NA,NA
Switzerland,2023-05-10,SARS-N2,NA,75418177.2043383,NA,NA,NA
Switzerland,2023-05-11,SARS-N2,77505050.2146342,73571076.6856392,NA,NA,NA
Switzerland,2023-05-12,SARS-N2,44769060,73571076.6856392,NA,NA,NA
Switzerland,2023-05-13,SARS-N2,72805606.904065,75657949.695935,NA,NA,NA
Switzerland,2023-05-14,SARS-N2,73810849.1772358,75657949.695935,NA,NA,NA
Switzerland,2023-05-15,SARS-N2,88616299.7134831,73308228.0406504,NA,NA,NA
Switzerland,2023-05-16,SARS-N2,113631274.883362,73308228.0406504,NA,NA,NA
Switzerland,2023-05-17,SARS-N2,NA,65562768.5886179,NA,NA,NA
Switzerland,2023-05-18,SARS-N2,34457299.9479675,55609149.0813008,NA,NA,NA
Switzerland,2023-05-19,SARS-N2,57314688,55609149.0813008,NA,NA,NA
Switzerland,2023-05-20,SARS-N2,53148004.7138211,55609149.0813008,NA,NA,NA
Switzerland,2023-05-21,SARS-N2,53903610.1626016,55609149.0813008,NA,NA,NA
Switzerland,2023-05-22,SARS-N2,94911682.0618557,64601437.6349593,NA,NA,NA
Switzerland,2023-05-23,SARS-N2,85069066.4329897,71888187.2699187,NA,NA,NA
Switzerland,2023-05-24,SARS-N2,NA,71888187.2699187,NA,NA,NA
Switzerland,2023-05-25,SARS-N2,71888187.2699187,71888187.2699187,NA,NA,NA
Switzerland,2023-05-26,SARS-N2,NA,71888187.2699187,NA,NA,NA
Switzerland,2023-05-27,SARS-N2,65716147.095935,71888187.2699187,NA,NA,NA
Switzerland,2023-05-28,SARS-N2,55284893.499187,71888187.2699187,NA,NA,NA
Switzerland,2023-05-29,SARS-N2,72038731.2731707,65716147.095935,NA,NA,NA
Switzerland,2023-05-30,SARS-N2,95362167.6943089,65716147.095935,NA,NA,NA
Switzerland,2023-05-31,SARS-N2,NA,55284893.499187,NA,NA,NA
Switzerland,2023-06-01,SARS-N2,53673740.0390244,53673740.0390244,NA,NA,NA
Switzerland,2023-06-02,SARS-N2,NA,37446503.497561,NA,NA,NA
Switzerland,2023-06-03,SARS-N2,36575429.0776423,36575429.0776423,NA,NA,NA
Switzerland,2023-06-04,SARS-N2,37446503.497561,36575429.0776423,NA,NA,NA
Switzerland,2023-06-05,SARS-N2,29829392.8659794,36575429.0776423,NA,NA,NA
Switzerland,2023-06-06,SARS-N2,29196786.5723577,36575429.0776423,NA,NA,NA
Switzerland,2023-06-07,SARS-N2,NA,37446503.497561,NA,NA,NA
Switzerland,2023-06-08,SARS-N2,49385723.7512195,45128130.6796748,NA,NA,NA
Switzerland,2023-06-09,SARS-N2,NA,45128130.6796748,NA,NA,NA
Switzerland,2023-06-10,SARS-N2,45128130.6796748,49385723.7512195,NA,NA,NA
Switzerland,2023-06-11,SARS-N2,79113611.6731707,49385723.7512195,NA,NA,NA
Switzerland,2023-06-12,SARS-N2,37276491.3105691,45128130.6796748,NA,NA,NA
Switzerland,2023-06-13,SARS-N2,50663799.5504065,45128130.6796748,NA,NA,NA
Switzerland,2023-06-14,SARS-N2,NA,37276491.3105691,NA,NA,NA
Switzerland,2023-06-15,SARS-N2,20778772.7325203,34217441.150813,NA,NA,NA
Switzerland,2023-06-16,SARS-N2,NA,24727689.2003252,NA,NA,NA
Switzerland,2023-06-17,SARS-N2,34217441.150813,24727689.2003252,NA,NA,NA
Switzerland,2023-06-18,SARS-N2,20315094.097561,24727689.2003252,NA,NA,NA
Switzerland,2023-06-19,SARS-N2,24727689.2003252,28178628.2725203,NA,NA,NA
Switzerland,2023-06-20,SARS-N2,31629567.3447154,28178628.2725203,NA,NA,NA
Switzerland,2023-06-21,SARS-N2,NA,24727689.2003252,NA,NA,NA
Switzerland,2023-06-22,SARS-N2,NA,28178628.2725203,NA,NA,NA
Switzerland,2023-06-23,SARS-N2,NA,31629567.3447154,NA,NA,NA
Switzerland,2023-06-24,SARS-N2,NA,NA,NA,NA,NA
Switzerland,2023-06-25,SARS-N2,NA,NA,NA,NA,NA
Switzerland,2023-06-26,SARS-N2,NA,NA,NA,NA,NA
Switzerland,2023-06-27,SARS-N2,NA,NA,NA,NA,NA
Switzerland,2023-06-28,SARS-N2,NA,NA,NA,NA,NA
Switzerland,2023-06-29,SARS-N2,NA,NA,1.04916150244532,0.933990859918301,1.16131701951982
Switzerland,2023-06-30,SARS-N2,NA,NA,1.04987963641722,0.935885712765068,1.16042989136195
Switzerland,2023-07-01,SARS-N2,NA,NA,1.05062591072056,0.938950048650677,1.15889120983241
Switzerland,2023-07-02,SARS-N2,NA,NA,1.05505584807294,0.947611610914665,1.16187164717279
Switzerland,2023-07-03,SARS-N2,NA,NA,1.05581158914593,0.950610624316563,1.16070657058305
Switzerland,2023-07-04,SARS-N2,NA,NA,1.05659828618552,0.953861245149622,1.15859733497532
Switzerland,2023-07-05,SARS-N2,NA,NA,1.05741307202382,0.957044350502138,1.15748198912825
Switzerland,2023-07-06,SARS-N2,NA,NA,1.05825230155152,0.960487489768039,1.15627193865264
Switzerland,2023-07-07,SARS-N2,NA,22595776.3058638,1.05911298302527,0.962977394618606,1.15573614163276
Switzerland,2023-07-08,SARS-N2,NA,18961971.8048572,1.05999140045868,0.966239526313254,1.15543034604859
Switzerland,2023-07-09,SARS-N2,NA,22595776.3058638,1.06088418424766,0.96945426797767,1.15413794793313
Switzerland,2023-07-10,SARS-N2,22595776.3058638,18961971.8048572,1.06178663014908,0.972783773841561,1.1531714977374
Switzerland,2023-07-11,SARS-N2,15328167.3038506,22595776.3058638,1.06268947147258,0.976633725278496,1.15262192371309
Switzerland,2023-07-12,SARS-N2,30396136.5536594,24555731.5292777,1.06358202966598,0.979588870714606,1.15206623950389
Switzerland,2023-07-13,SARS-N2,6893210.66025396,24741920.6316657,1.06445393587909,0.982651664003644,1.15132974481359
Switzerland,2023-07-14,SARS-N2,26515686.7526915,24741920.6316657,1.06529431879173,0.985412415930498,1.15012701442478
Switzerland,2023-07-15,SARS-N2,29548887.6765595,24741920.6316657,1.06609221694832,0.988284246068236,1.14911702854612
Switzerland,2023-07-16,SARS-N2,24741920.6316657,20370880.9821068,1.0668366346798,0.990083862948688,1.1482146497042
Switzerland,2023-07-17,SARS-N2,12644875.0010205,24741920.6316657,1.06751527489028,0.992408805056011,1.1476987377579
Switzerland,2023-07-18,SARS-N2,18473263.9696592,24741920.6316657,1.06811863670905,0.994331089311028,1.14768187649324
Switzerland,2023-07-19,SARS-N2,20370880.9821068,24741920.6316657,1.06863762546015,0.996399029010278,1.1479496121162
Switzerland,2023-07-20,SARS-N2,32758183.8231543,23080872.0386174,1.06906309912003,0.997247510253585,1.14817587069595
Switzerland,2023-07-21,SARS-N2,24801712.8174086,24801712.8174086,1.06938602245152,0.998399896023328,1.14818566485677
Switzerland,2023-07-22,SARS-N2,26105055.7902343,24801712.8174086,1.06959696736391,0.999482602613497,1.1481835545994
Switzerland,2023-07-23,SARS-N2,23080872.0386174,25149483.2207616,1.06968663839757,1.00039860557641,1.14730725810968
Switzerland,2023-07-24,SARS-N2,25149483.2207616,24801712.8174086,1.0696475050577,1.00075071633432,1.14676930026042
Switzerland,2023-07-25,SARS-N2,10450941.8286377,25149483.2207616,1.06948239524712,1.00136478740136,1.14530845213829
Switzerland,2023-07-26,SARS-N2,33545622.7198592,25149483.2207616,1.06919644264871,1.00130962302269,1.14485187538958
Switzerland,2023-07-27,SARS-N2,21385235.7699764,27280655.0991359,1.06879469225979,1.00161722826204,1.14430471408492
Switzerland,2023-07-28,SARS-N2,40558135.9567573,27280655.0991359,1.068282067057,1.00161611989022,1.14321171122147
Switzerland,2023-07-29,SARS-N2,27285147.0408554,27285147.0408554,1.06766351916418,1.0007393009503,1.14124452554474
Switzerland,2023-07-30,SARS-N2,27280655.0991359,27280655.0991359,1.06694483149713,1.00036660483557,1.14075094031301
Switzerland,2023-07-31,SARS-N2,24923697.4834298,27285147.0408554,1.06613705529547,0.999852812494058,1.14015212062972
Switzerland,2023-08-01,SARS-N2,48823595.4685282,27285147.0408554,1.06525656922418,0.999538898134114,1.1374846598784
Switzerland,2023-08-02,SARS-N2,17561066.4141026,45290390.5277388,1.06432061308598,0.99896241233226,1.1367915647899
Switzerland,2023-08-03,SARS-N2,45290390.5277388,45290390.5277388,1.0633461043953,0.997493049282176,1.13508204777604
