Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
Switzerland,2023-10-19,RSV-N,1249312.25485562,762120.087156379,1.39180172855583,1.18552242180092,1.6282835218046
Switzerland,2023-10-20,RSV-N,525055.604619266,858145.187035075,1.39184724187127,1.18940438255305,1.62554747154409
Switzerland,2023-10-21,RSV-N,762120.087156379,1249312.25485562,1.39439199563591,1.16360328886103,1.65332044360163
Switzerland,2023-10-22,RSV-N,858145.187035075,1249312.25485562,1.39449011770742,1.1673825624144,1.64885090777546
Switzerland,2023-10-23,RSV-N,2021086.33710854,1791510.09701193,1.39453872410255,1.17308642585554,1.64271551837836
Switzerland,2023-10-24,RSV-N,3344314.49853399,1791510.09701193,1.39454056452314,1.17711449757281,1.63952960407684
Switzerland,2023-10-25,RSV-N,1791510.09701193,1791510.09701193,1.39449689323983,1.18111449697783,1.6357869343591
Switzerland,2023-10-26,RSV-N,2437554.11302012,1936659.37894307,1.39440651392503,1.18649682373372,1.63022783929333
Switzerland,2023-10-27,RSV-N,1007759.4171513,1936659.37894307,1.39426056542737,1.19237625531366,1.62654968150017
Switzerland,2023-10-28,RSV-N,1117364.31570067,1859993.65999636,1.39404774634243,1.19563279650607,1.62278955673925
Switzerland,2023-10-29,RSV-N,1936659.37894307,1859993.65999636,1.39375699601659,1.19993676732263,1.62058747588458
Switzerland,2023-10-30,RSV-N,2643665.40146632,1117364.31570067,1.39337832932954,1.20251922653,1.61579959150319
Switzerland,2023-10-31,RSV-N,1859993.65999636,1219493.1550477,1.39290190554208,1.20440708719264,1.61293291890304
Switzerland,2023-11-01,RSV-N,820020.512631007,1452941.69715768,1.3923188378189,1.20717127212558,1.6108038995474
Switzerland,2023-11-02,RSV-N,595795.058514763,1452941.69715768,1.39162221979542,1.20739266122497,1.60938360989237
Switzerland,2023-11-03,RSV-N,1219493.1550477,1452941.69715768,1.39080553880354,1.20729820237075,1.60625178824808
Switzerland,2023-11-04,RSV-N,1452941.69715768,1266293.95737611,1.38986086066928,1.20716603739148,1.6035195730715
